"","ALLIANZ.HLDG.","COMMERZBANK","DRESDNER.BANK","BMW","SCHERING","BASF","BAYER","BAYERISCHE.VBK.","BAYER.HYPBK.","DEGUSSA","DEUTSCHE.BANK","CONTINENTAL","VOLKSWAGEN","DAIMLER.BENZ","HOECHST","SIEMENS","KARSTADT","LINDE","THYSSEN","MANNESMANN","MAN","RWE","INDEX"
"1977-11-03",208.63,165.73,21,135.91,22.64,14.72,13.44,23.13,19.39,189.55,24.84,6.78,179.3,20.84,13.26,25.26,355.81,171.3,112.55,148.86,165.13,14.7,559.6
"1977-11-04",208.19,165.35,20.98,135.07,22.73,14.74,13.52,23.05,19.39,195.07,24.79,7.07,178.55,20.9,13.3,25.17,354.86,172.37,112.06,149.32,163.84,14.66,558.78
"1977-11-07",208.19,164.97,20.98,133.39,22.68,14.67,13.46,23.05,19.36,195.07,24.64,6.96,176.87,20.99,13.25,25.1,351.54,169.52,111.87,149.32,163.84,14.59,557.37
"1977-11-08",208.63,164.44,20.95,134.12,22.68,14.59,13.44,23.05,19.36,194.33,24.7,6.96,177.63,21.3,13.22,25.22,350.89,170.23,111.56,148.11,163.41,14.51,555.06
"1977-11-09",209.07,164.2,20.94,133.95,22.46,14.54,13.41,23.05,19.42,195.81,24.6,6.89,178.47,21.39,13.18,25.49,350.12,169.66,111.38,147.94,164.27,14.66,556.22
"1977-11-10",209.07,166.35,21.03,133.67,22.64,14.54,13.37,23.28,19.65,198.75,24.74,6.84,178.47,21.41,13.22,25.69,349.17,170.46,111.07,148.4,165.21,14.74,559.27
"1977-11-11",208.85,167.71,21.12,133.11,22.55,14.64,13.4,23.2,19.82,200.59,24.91,6.96,178.55,21.47,13.26,26.04,352.02,172.01,111.87,150.24,169.43,15.02,563.36
"1977-11-14",208.19,168.02,21.12,133.39,22.46,14.55,13.37,23.28,19.88,198.75,24.96,6.82,180.14,21.44,13.17,26.07,347.27,170.59,111.38,151.45,170.99,15.15,562.32
"1977-11-15",206.88,167.33,21.03,134.84,22.9,14.6,13.42,22.94,19.85,198.75,24.95,6.82,179.99,21.36,13.15,25.99,347.75,171.66,110.89,150.7,172.87,15.15,564.92
"1977-11-16",206.88,167.33,21.03,134.84,22.9,14.6,13.42,22.94,19.85,198.75,24.95,6.82,179.99,21.36,13.15,25.99,347.75,171.66,110.89,150.7,172.87,15.15,564.92
"1977-11-17",208.85,168.78,21.25,136.19,23.25,14.62,13.41,23.39,19.98,200.96,25.12,6.87,181.98,21.5,13.16,26.04,353.91,172.37,110.49,151.62,176.74,15.18,567.56
"1977-11-18",208.63,169.02,21.25,134.51,23.17,14.55,13.34,23.5,20,201.33,25.12,6.83,181.98,21.4,13.12,25.88,353.91,172.37,110.09,153.01,176.74,15.06,567.56
"1977-11-21",208.19,168.26,21.29,133.67,22.99,14.54,13.32,23.5,19.86,199.12,25.09,6.83,181.56,21.41,13.15,25.65,354.86,172.73,109.41,151.62,177.17,15,563.92
"1977-11-22",207.76,166.95,21.13,131.98,22.81,14.45,13.23,23.28,19.82,198.15,24.92,6.75,180.64,21.19,13.03,25.56,351.07,170.95,109.59,150.41,172.87,14.9,561.53
"1977-11-23",206.44,166.35,21.25,132.27,23.08,14.42,13.29,23.13,19.78,200.59,24.99,6.62,179.72,21.13,13.08,25.61,349.17,170.23,111.69,150.7,172.44,14.98,562.17
"1977-11-24",206,165.8,21.25,132.6,23.3,14.46,13.37,22.98,19.72,199.12,24.88,6.67,179.46,21.1,13.12,25.49,346.8,170.95,111.38,150.7,172.09,14.86,560.49
"1977-11-25",207.32,166.11,21.25,132.32,23.43,14.35,13.37,22.68,19.69,198.75,24.83,6.58,178.55,21.02,13.08,25.36,346.5,170.59,112.18,150.41,170.72,14.7,558.78
"1977-11-28",205.78,165.66,21.16,130.58,23.69,14.29,13.39,22.76,19.78,196.54,24.79,6.57,177.21,20.67,13.05,25.35,343.66,169.88,113.17,150.7,175.88,14.68,557.52
"1977-11-29",202.93,165.8,21.2,130.58,23.69,14.26,13.35,22.83,19.78,196.17,24.76,6.67,176.79,20.7,13,25.43,345.38,171.66,113.35,151.16,181.04,14.73,557.7
"1977-11-30",204.25,166.11,21.25,130.02,23.61,14.25,13.35,22.83,19.78,197.28,24.93,6.68,176.79,20.64,12.98,25.43,345.38,171.3,113.44,150.41,175.02,14.7,557.52
"1977-12-01",206,166.8,21.29,132.27,23.72,14.31,13.41,23.02,19.82,198.01,25.04,6.68,178.81,20.99,13.04,25.48,345.55,170.95,115.14,151.91,179.05,14.74,560.31
"1977-12-02",207.32,167.33,21.38,132.83,23.78,14.29,13.44,23.2,19.94,199.49,25.19,6.68,180.14,20.99,13.03,25.73,346.32,171.3,115.63,153.47,181.9,14.89,562.8
"1977-12-05",210.39,167.26,21.35,130.58,23.69,14.1,13.26,23.2,19.92,198.75,25.21,6.62,178.31,20.82,12.83,25.61,345.55,171.66,113.84,152.08,180.61,14.74,558.41
"1977-12-06",209.07,166.11,21.25,127.22,23.3,14,13.18,23.02,19.75,196.17,24.92,6.53,174.54,20.59,12.68,25.28,345.38,169.52,112.46,148.11,177.76,14.59,551.46
"1977-12-07",209.07,167.26,21.28,128.62,23.69,14.04,13.25,23.35,19.75,195.44,24.96,6.52,173.44,20.59,12.76,25.32,346.8,169.17,113.17,148.4,178.03,14.66,551.49
"1977-12-08",208.63,167.78,21.28,129.36,23.78,13.99,13.23,23.2,19.85,195.21,24.99,6.44,173.7,20.7,12.68,25.3,347.27,169.52,113.35,147.19,177.6,14.69,552.72
"1977-12-09",207.76,168.78,21.33,129.74,23.83,13.85,13.2,23.31,19.92,195.81,25.1,6.48,174.36,20.76,12.65,25.4,348.22,170.59,113.66,147.94,178.03,14.67,555.36
"1977-12-12",207.54,167.78,21.16,126.94,23.83,13.71,13.07,23.09,19.95,196.54,25.04,6.39,173.86,20.82,12.52,25.33,346.8,169.17,113.04,146.73,176.74,14.62,552.61
"1977-12-13",207.54,166.87,21.2,126.66,23.65,13.67,13.04,22.87,19.88,195.14,24.9,6.34,171.84,20.43,12.5,25.18,344.43,167.74,112.36,144.71,175.18,14.62,548.52
"1977-12-14",206.44,166.87,21.06,124.98,23.47,13.75,13.02,22.68,19.75,193.97,24.83,6.31,167.16,20.3,12.47,25,341.58,166.32,112.18,143.33,173.46,14.59,544.95
"1977-12-15",207.32,168.16,21.15,124.98,23.69,13.72,13.05,22.9,19.88,195.21,25.01,6.4,168.57,20.56,12.51,25.18,343.95,166.67,112.36,145.17,174.16,14.82,547.1
"1977-12-16",206.44,168.02,21.07,126.38,23.78,13.65,12.94,23.05,19.86,196.77,25.18,6.4,168.83,20.56,12.37,25.22,341.1,166.61,112.27,144.54,174.59,14.9,547.29
"1977-12-19",206,166.64,20.94,124.98,23.65,13.48,12.76,23.05,19.78,195.94,25.07,6.33,167.57,20.5,12.14,25.09,336.36,165.6,111.47,142.41,172.87,14.94,543.42
"1977-12-20",206.44,165.42,20.72,124.42,23.52,13.26,12.67,22.83,19.78,194.47,25.01,6.24,164.3,20.37,12.14,24.97,334.76,162.4,110.58,142.87,170.56,14.86,538.03
"1977-12-21",207.54,165.73,20.77,125.54,23.61,13.45,12.81,22.9,19.81,194.47,25.14,6.33,165.48,20.18,12.31,25.15,336.84,164.18,111.87,146.27,172.17,15.14,543.46
"1977-12-22",209.51,167.02,20.85,127.78,23.78,13.51,12.94,22.9,19.88,195.21,25.26,6.43,170.09,20.43,12.4,25.3,338.26,167.38,113.35,149.03,175.88,15.33,548.85
"1977-12-23",207.97,168.02,20.9,127.78,23.87,13.59,12.96,22.9,19.92,196.54,25.31,6.75,171.34,20.66,12.41,25.36,338.73,169.17,113.84,148.86,175.45,15.44,552.05
"1977-12-26",207.97,168.02,20.9,127.78,23.87,13.59,12.96,22.9,19.92,196.54,25.31,6.75,171.34,20.66,12.41,25.36,338.73,169.17,113.84,148.86,175.45,15.44,552.05
"1977-12-27",208.19,168.86,20.93,127.89,23.94,13.75,13.05,23.05,20.13,197.65,25.43,6.72,173.44,20.75,12.5,25.52,338.26,169.17,115.14,148.86,176.74,15.79,554.13
"1977-12-28",207.76,168.78,20.93,126.66,23.78,13.66,13,23.02,20.13,198.15,25.27,6.57,171.92,20.69,12.4,25.39,333.04,169.17,114.64,147.94,176.31,15.77,550.71
"1977-12-29",207.76,169.86,20.94,126.38,23.77,13.55,12.95,22.9,20.13,192.49,25.31,6.4,170.51,20.5,12.28,25.3,332.09,169.88,113.66,146.55,175.88,15.8,549.34
"1977-12-30",207.76,169.86,20.94,126.38,23.77,13.55,12.95,22.9,20.13,192.49,25.31,6.4,170.51,20.5,12.28,25.3,332.09,169.88,113.66,146.55,175.88,15.8,549.34
"1978-01-02",207.97,168.78,20.98,127.22,23.43,13.7,13.05,23.02,20.2,195.81,25.34,6.56,171.69,20.75,12.37,25.35,333.04,168.94,114.83,147.94,175.45,16.26,551.46
"1978-01-03",207.76,167.14,20.81,126.66,23.61,13.72,13.11,22.98,20.28,196.54,25.13,6.52,171.69,20.72,12.41,25.36,332.57,169.88,115.81,149.23,178.46,16.28,551.08
"1978-01-04",209.07,166.59,20.66,124.7,23.61,13.53,12.91,22.9,20.28,195.07,24.99,6.45,169.25,20.62,12.15,25.12,326.4,168.81,114.03,146.55,177.17,16.13,547.89
"1978-01-05",209.51,169.5,20.9,126.94,23.9,13.71,13.15,22.94,20.28,198.38,25.34,6.52,173.18,20.56,12.38,25.49,327.35,170.59,116.12,149.95,180.18,16.3,555.29
"1978-01-06",210.17,170.76,20.85,125.54,23.65,13.58,13.05,22.9,20.2,199.12,25.25,6.57,177.71,20.66,12.33,25.39,322.13,170.95,116.8,150.53,180.45,16.28,555.66
"1978-01-09",209.07,171.4,20.94,126.66,23.83,13.54,12.97,22.9,20.28,201.33,25.34,6.72,180.98,20.72,12.23,25.46,324.5,171.66,116.31,150.41,181.47,16.28,555.06
"1978-01-10",209.91,170.36,20.92,126.94,23.61,13.42,12.89,22.83,20.28,198.01,25.18,6.69,179.99,20.66,12.14,25.32,323.55,169.88,116.31,151.62,181.2,16.24,552.39
"1978-01-11",209.51,171.4,21.01,127.22,23.43,13.41,12.85,23.04,20.28,197.28,25.43,6.76,180.98,20.59,12.12,25.19,318.81,167.74,115.81,151.16,181.2,16.32,553.8
"1978-01-12",209.95,172.65,21.19,127.5,23.34,13.3,12.76,23.31,20.5,197.51,25.68,7,182.24,20.62,11.94,25.27,315.01,167.38,115.63,150.53,180.18,16.29,552.87
"1978-01-13",209.95,175.17,21.45,128.06,23.39,13.31,12.79,23.65,21.23,198.75,25.92,7.16,183.49,20.5,11.91,25.43,313.11,168.1,117.11,150.7,180.61,16.33,555.66
"1978-01-16",210.39,175.66,21.46,127.22,23.25,13.36,12.8,24.23,21.46,199.85,25.91,7.34,182.5,20.3,11.94,25.66,314.06,168.59,117.29,151.34,180.45,16.32,558.04
"1978-01-17",211.7,177.46,21.73,126.21,23.62,13.61,13.1,24.39,21.67,198.38,26.1,7.4,180.3,20.18,12.31,25.71,317.86,170.23,118.19,152.72,181.04,16.32,562.69
"1978-01-18",214.77,179.36,21.97,126.21,23.69,13.74,13.24,24.39,21.63,198.38,26.44,7.26,179.72,20.11,12.41,25.73,316.44,170.95,117.88,153.47,180.61,16.28,562.43
"1978-01-19",216.52,177.78,21.88,126.05,23.74,13.84,13.31,24.16,21.45,198.75,26.22,7.21,178.62,20.14,12.48,25.62,320.71,170.95,117.39,152.72,181.04,16.05,559.68
"1978-01-20",216.52,177.78,21.97,124.7,23.43,13.99,13.41,24.04,21.38,198.61,26.31,7.29,178.62,20.21,12.58,25.63,318.81,171.17,117.48,153.29,181.9,16.04,561.46
"1978-01-23",216.96,177.06,21.89,126.66,23.65,14.05,13.48,23.96,21.3,197.51,26.16,7.43,179.72,20.23,12.62,25.76,313.11,170.95,119.26,158.08,182.33,15.92,562.09
"1978-01-24",217.18,177.06,21.9,126.94,23.61,14,13.44,23.96,21.34,198.75,26.22,7.58,179.72,20.05,12.52,25.82,314.54,170.72,119.76,157.15,183.19,15.91,560.94
"1978-01-25",216.52,177.38,21.94,127.22,23.45,14,13.43,23.96,21.3,198.75,26.26,7.52,178.89,20.08,12.45,25.98,315.19,170.95,119.45,156.98,183.19,15.84,561.24
"1978-01-26",214.99,177.38,21.94,126.94,23.25,13.83,13.35,24.19,21.38,197.28,26.18,7.42,177.47,20.02,12.37,25.76,315.19,170.59,118.77,156.69,182.33,15.73,556.74
"1978-01-27",215.21,176.28,21.81,126.94,23.12,13.78,13.32,24.12,21.23,195.88,26.1,7.34,177.37,19.89,12.3,25.68,311.69,170.23,118.59,156.23,182.33,15.69,555.62
"1978-01-30",214.77,174.23,21.6,126.1,22.83,13.65,13.22,24.03,21.01,196.54,25.8,7.42,176.03,19.86,12.12,25.47,307.42,169.52,118.28,155.31,181.63,15.61,551.38
"1978-01-31",212.58,175.17,21.68,124.98,22.86,13.57,13.18,24,20.94,197.28,25.89,7.53,174.7,19.89,12.04,25.39,292.24,170.1,118.28,155.6,182.33,15.67,549.41
"1978-02-01",216.08,174.63,21.65,125.64,22.73,13.49,13.08,23.81,20.94,196.17,25.77,7.76,174.54,20.02,11.98,25.32,291.29,169.88,118.37,155.31,182.76,15.73,552.57
"1978-02-02",217.84,176.52,21.8,126.33,22.9,13.61,13.18,24.04,21.15,199.35,26,7.87,176.79,20.14,12.09,25.63,293.19,171.66,119.08,156.98,185.5,16.03,555.88
"1978-02-03",221.34,177.14,21.87,125.54,22.91,13.65,13.18,24.49,21.52,199.99,26.22,7.81,176.79,20.34,12.1,25.6,293.66,173.08,119.26,157.44,187.49,16.24,558.04
"1978-02-06",220.47,177.38,21.84,125.54,22.99,13.66,13.18,24.42,21.45,200.96,26.17,7.76,177.05,20.3,12.12,25.63,289.39,174.15,120.07,157.99,190.07,16.34,558.67
"1978-02-07",216.96,177.85,21.93,126.38,23.12,13.67,13.17,24.35,21.41,200.59,26.24,7.82,177.21,20.18,12.09,25.63,282.75,173.8,121.05,158.36,190.5,16.26,558.86
"1978-02-08",219.59,178.89,21.98,126.21,23.25,13.72,13.29,24.46,21.58,200.22,26.35,7.87,177.63,20.18,12.17,25.86,281.8,173.8,122.13,160.29,191.36,16.38,559.6
"1978-02-09",218.27,178.57,21.94,126.38,23.19,13.65,13.26,24.42,21.6,200.96,26.26,7.77,177.21,20.21,12.17,25.75,276.58,172.37,121.91,160.09,191.36,16.42,559.34
"1978-02-10",217.62,179.6,22.04,130.02,23.17,13.72,13.49,24.5,21.6,201.7,26.39,7.96,178.05,20.3,12.31,25.8,276.58,173.08,123.02,161.59,193.51,16.51,563.06
"1978-02-13",214.77,179.68,22.02,129.46,23.25,13.75,13.54,24.54,21.45,202.29,26.35,7.8,176.79,20.24,12.4,25.84,276.11,173.44,122.41,161.68,192.65,16.42,561.83
"1978-02-14",213.45,178.57,21.85,128.39,23.17,13.65,13.44,24.54,21.3,202.06,26.18,7.56,175.19,20.05,12.32,25.61,275.64,172.5,121.73,160.55,187.92,16.32,557.93
"1978-02-15",216.52,178.89,21.9,129.74,23.17,13.8,13.61,24.54,21.3,202.36,26.23,7.59,174.7,20.08,12.44,25.71,278.96,174.15,122.41,161.3,187.49,16.34,560.53
"1978-02-16",216.96,179.5,21.94,129.74,23.08,13.81,13.62,24.58,21.27,201.7,26.23,7.58,175.69,20.08,12.46,25.78,280.85,174.37,122.71,161.13,189.05,16.47,562.02
"1978-02-17",216.52,178.96,21.89,130.58,22.95,13.72,13.58,24.58,21.23,200.96,26.15,7.54,174.85,20.05,12.37,25.77,281.33,174.02,122.62,160.38,187.06,16.5,561.09
"1978-02-20",214.77,179.5,21.9,130.02,22.83,13.67,13.54,24.85,21.45,199.62,26.21,7.51,174.77,19.95,12.34,25.92,281.33,173.44,123.11,160.84,180.61,16.65,560.57
"1978-02-21",215.64,180.54,21.89,129.18,22.81,13.74,13.55,24.75,21.38,199.49,26.14,7.51,176.79,19.98,12.41,25.91,283.52,172.37,122.71,160.84,176.47,16.76,560.68
"1978-02-22",216.52,181.47,21.94,130.02,22.81,13.8,13.55,24.77,21.23,199.12,26.26,7.67,180.56,20.02,12.43,25.96,283.23,174.51,123.21,160.21,176.74,16.72,562.84
"1978-02-23",214.33,181.72,21.9,129.46,22.83,13.74,13.49,24.77,21.16,199.85,26.22,7.68,179.04,20.08,12.41,25.79,281.8,175.22,122.81,159,176.47,16.57,562.17
"1978-02-24",215.21,181.79,21.86,129.74,22.59,13.75,13.49,24.68,21.27,198.82,26.18,7.67,178.96,19.92,12.41,25.69,280.08,173.8,125.18,158.82,174.75,15.89,559.56
"1978-02-27",214.33,182.58,21.86,128.95,22.39,13.78,13.54,24.73,21.19,199.49,26.18,7.76,180.72,19.86,12.37,25.63,279.91,175.22,124.99,158.36,174.08,15.81,558.6
"1978-02-28",210.39,180.14,21.64,127.22,22.11,13.57,13.34,24.5,21.01,199.49,25.84,7.53,177.89,19.83,12.28,25.45,277.53,173.08,122.41,154.01,170.29,15.65,552.94
"1978-03-01",210.39,179.75,21.67,125.59,21.62,13.52,13.32,24.39,20.94,198.01,25.85,7.49,176.45,19.76,12.27,25.49,277.53,172.08,122.41,154.1,169.86,15.8,550.97
"1978-03-02",209.95,181.47,21.73,126.1,21.76,13.56,13.3,24.66,20.9,199.12,26.04,7.53,176.37,19.67,12.24,25.59,278.01,173.44,122.9,155.4,171.58,15.88,552.61
"1978-03-03",208.19,182.12,21.73,126.66,21.92,13.5,13.34,24.69,20.94,201.33,25.98,7.66,177.13,19.73,12.28,25.62,277.06,174.51,123.21,155.4,173.73,15.96,554.17
"1978-03-06",206.88,182.58,21.77,127.78,21.85,13.51,13.32,24.62,21.01,201.4,25.97,7.68,178.55,19.76,12.24,25.53,277.53,174.51,122.9,155.14,173.73,15.92,553.61
"1978-03-07",207.76,180.93,21.68,128.29,21.8,13.49,13.38,24.5,20.9,201.7,25.89,7.58,180.72,19.67,12.24,25.59,277.53,172.73,123.02,154.85,174.59,16.12,553.28
"1978-03-08",211.7,182.36,21.86,127.5,21.8,13.54,13.37,24.73,21.01,202.43,26.1,7.54,180.48,19.67,12.24,25.65,279.91,172.73,123.21,154.94,174.59,16.3,555.36
"1978-03-09",213.89,182.76,21.84,127.5,21.93,13.61,13.39,24.92,20.97,202.43,26.1,7.56,180.3,19.62,12.27,25.69,280.38,172.37,123.88,156.23,175.88,16.24,556.03
"1978-03-10",213.45,182.51,21.77,127.22,21.89,13.56,13.36,24.73,20.94,203.77,25.97,7.48,179.99,19.76,12.28,25.68,279.91,171.66,123.88,157.15,173.73,16.2,556.18
"1978-03-13",213.89,183.77,21.94,127.78,21.85,13.66,13.46,24.81,21.08,203.1,26.1,7.53,180.98,19.78,12.4,25.6,281.98,171.66,125.27,159,176.31,16.33,556.48
"1978-03-14",213.67,182.19,21.68,126.66,21.76,13.54,13.37,24.62,20.86,200.22,25.85,7.35,178.73,19.54,12.3,25.26,281.8,170.59,124.01,156.06,174.16,16.2,551.23
"1978-03-15",208.19,180.14,21.51,125.82,21.58,13.42,13.26,24.35,20.72,198.38,25.63,7.19,174.7,19.37,12.29,24.87,279.91,168.1,122.71,153.18,170.29,16.03,545.32
"1978-03-16",210.39,180.93,21.6,126.38,21.67,13.46,13.29,24.23,20.64,199.12,25.67,7.2,175.27,19.22,12.34,25,280.08,166.67,122.9,153.93,171.15,16.04,545.39
"1978-03-17",211.7,181.01,21.73,126.38,21.67,13.56,13.44,24.19,20.64,200.08,25.68,7.32,177.47,19.35,12.44,24.43,279.91,167.38,123.21,153.93,171.42,16.16,548.18
"1978-03-20",213.45,182.36,21.8,126.15,21.67,13.67,13.51,24.23,20.7,199.42,25.8,7.43,178.62,19.41,12.45,24.41,281.8,167.38,124.5,155.77,172.01,16.23,550.04
"1978-03-21",213.45,182.51,21.77,125.59,21.58,13.7,13.53,24.23,20.64,198.75,25.84,7.43,180.14,19.54,12.47,24.54,285.6,167.61,124.87,155.77,172.09,16.24,551.53
"1978-03-22",212.14,181.25,21.62,125.59,21.45,13.69,13.5,24.16,20.64,198.75,25.68,7.31,178.2,19.54,12.4,24.48,285.12,166.54,124.59,154.39,170.72,16.2,549.56
"1978-03-23",212.58,181.47,21.6,125.54,21.27,13.7,13.53,24.1,20.61,200.96,25.68,7.32,179.15,19.63,12.46,24.47,285.12,166.67,124.99,154.39,171.58,16.16,551.86
"1978-03-24",212.58,181.47,21.6,125.54,21.27,13.7,13.53,24.1,20.61,200.96,25.68,7.32,179.15,19.63,12.46,24.47,285.12,166.67,124.99,154.39,171.58,16.16,551.86
"1978-03-27",212.58,181.47,21.6,125.54,21.27,13.7,13.53,24.1,20.61,200.96,25.68,7.32,179.15,19.63,12.46,24.47,285.12,166.67,124.99,154.39,171.58,16.16,551.86
"1978-03-28",212.58,180.93,21.6,124.7,21.27,13.61,13.41,24.12,20.57,200.22,25.61,7.43,178.05,19.47,12.31,24.33,283.7,166.9,124.69,153.38,168.57,16.06,548.67
"1978-03-29",212.58,181.33,21.55,125.54,20.96,13.59,13.44,24.19,20.75,199.49,25.57,7.37,178.31,19.51,12.31,24.38,283.7,167.03,125.18,153.09,169.43,16.07,548.29
"1978-03-30",212.58,181.33,21.55,125.54,20.96,13.59,13.44,24.19,20.75,199.49,25.57,7.37,178.31,19.51,12.31,24.38,283.7,167.03,125.18,153.09,169.43,16.07,546.99
"1978-03-31",210.39,182.36,21.68,126.38,21.32,13.58,13.54,24.23,20.86,196.54,25.68,7.39,180.14,19.47,12.41,24.22,289.87,167.74,125.18,153.93,168.57,16.11,549.74
"1978-04-03",212.14,182.51,21.64,126.15,21.32,13.57,13.59,24.16,20.83,195.07,25.67,7.35,180.3,19.56,12.41,24.28,293.19,168.1,125.49,154.39,168.57,16.19,551.31
"1978-04-04",212.14,182.51,21.64,126.15,21.32,13.57,13.59,24.16,20.83,195.07,25.67,7.35,180.3,19.56,12.41,24.28,293.19,168.1,125.49,154.39,168.57,16.19,555.73
"1978-04-05",214.77,187.49,22.08,127.89,21.45,13.69,13.87,24.72,21.12,197.28,26.05,7.56,179.3,19.62,12.62,24.57,296.04,174.86,127.15,157.15,170.29,16.33,556.7
"1978-04-06",214.77,187.49,22.08,127.89,21.45,13.69,13.87,24.72,21.12,197.28,26.05,7.56,179.3,19.62,12.62,24.57,296.04,174.86,127.15,157.15,170.29,16.33,556.33
"1978-04-07",216.96,188.5,21.99,126.66,21.32,13.56,13.72,24.5,21.11,195.3,25.89,7.69,176.11,19.41,12.55,24.52,294.61,174.64,125.67,155.31,169.86,16.11,554.99
"1978-04-10",216.52,189.6,22.06,126.38,21.16,13.61,13.82,24.42,21.13,195.44,26,7.68,174.85,19.44,12.69,24.57,295.09,174.51,126.16,156.69,170.72,16.1,555.62
"1978-04-11",216.96,190.79,22.16,124.52,21.18,13.61,13.78,24.58,21.16,195.44,26.12,7.7,172.44,19.36,12.69,24.45,294.14,174.51,126.47,158.45,170.72,16.14,554.47
"1978-04-12",213.45,189.28,22.08,121.62,21.18,13.53,13.7,24.62,21.02,194.33,25.93,7.69,170.09,19.28,12.69,24.31,292.42,172.73,125.18,156.4,170.29,16.08,553.13
"1978-04-13",212.58,188.5,21.99,123.02,21.23,13.51,13.62,24.58,21.01,192.13,25.76,7.54,170.09,19.17,12.7,24.28,291.29,172.37,124.99,156.06,172.44,16.14,549.97
"1978-04-14",212.58,187.63,21.99,123.02,21.05,13.54,13.6,24.42,21.01,191.39,25.68,7.48,171.08,19.06,12.73,24.33,288.92,172.73,125.18,156.69,172.44,16.2,549.19
"1978-04-17",210.39,185.66,21.99,119.94,21.05,13.52,13.51,24.16,20.79,189.18,25.68,7.36,171.08,19,12.73,24.33,288.92,172.73,125.18,156.69,172.44,16.2,544.61
"1978-04-18",208.19,183.69,21.77,120.78,20.71,13.56,13.47,24.08,20.72,185.5,25.35,7.26,167.57,18.9,12.6,23.97,283.7,168.81,123.52,153.47,169.86,16.07,541.04
"1978-04-19",206.88,181.72,21.68,119.71,20.88,13.41,13.31,23.73,20.57,184.9,25.09,7.1,165.9,18.84,12.54,23.77,282.28,167.74,122.31,151.62,168.14,15.86,540.71
"1978-04-20",208.63,181.72,21.68,121.06,21.14,13.45,13.32,23.74,20.64,179.24,25.13,7.19,167.99,18.9,12.61,23.87,283.7,169.17,122.9,153.09,170.72,15.97,538.77
"1978-04-21",204.25,179.9,21.48,121.06,20.74,13.42,13.29,23.51,20.64,180.72,24.92,7.19,167.65,18.96,12.57,23.49,282.28,169.17,121.33,150.7,169.43,15.86,536.73
"1978-04-24",203.81,178.81,21.25,120.5,20.71,13.35,13.25,23.2,20.42,179.24,24.62,7,167.99,18.93,12.53,23.43,280.85,167.52,113.35,148.86,167.28,15.67,531.52
"1978-04-25",202.5,176.74,21.07,120.5,20.7,13.32,13.23,22.81,20.28,178.14,24.54,6.91,167.99,18.84,12.49,23.25,281.8,167.74,113.94,149.32,164.27,15.56,530
"1978-04-26",201.18,176.67,21.03,122.46,20.74,13.33,13.24,22.81,20.42,180.35,24.54,6.99,170.51,18.96,12.56,23.25,281.8,168.45,115.63,149.78,163.84,15.51,531.93
"1978-04-27",199.43,175.81,20.99,125.82,20.7,13.25,13.19,22.81,20.35,181.08,24.41,7,170.17,19.06,12.54,23.31,283.7,168.81,116,150.24,163.41,15.5,531
"1978-04-28",200.74,175.81,21.07,127.5,20.72,13.16,13.1,23.04,20.32,180.58,24.51,7,169.93,18.9,12.57,23.36,281.33,167.74,115.32,149.49,163.41,15.51,532.12
"1978-05-01",200.74,175.81,21.07,127.5,20.72,13.16,13.1,23.04,20.32,180.58,24.51,7,169.93,18.9,12.57,23.36,281.33,167.74,115.32,149.49,163.41,15.51,532.12
"1978-05-02",200.74,175.81,21.07,127.5,20.72,13.16,13.1,23.04,20.32,180.58,24.51,7,169.93,18.9,12.57,23.36,281.33,167.74,115.32,149.49,163.41,15.51,532.71
"1978-05-03",204.47,177.93,21.16,128.34,21.45,13.3,13.32,22.54,20.35,184.03,24.75,6.96,169.59,18.9,12.74,23.72,279.91,166.74,116.31,150.15,163.41,15.58,534.64
"1978-05-04",204.47,177.93,21.16,128.34,21.45,13.3,13.32,22.54,20.35,184.03,24.75,6.96,169.59,18.9,12.74,23.72,279.91,166.74,116.31,150.15,163.41,15.58,534.64
"1978-05-05",204.47,177.93,21.18,127.22,21.98,13.33,13.42,22.54,20.28,182.69,24.67,6.97,170.17,18.9,12.8,23.69,280.38,166.67,115.81,146.09,163.84,15.63,534.94
"1978-05-08",204.47,178.03,21.07,126.66,22.2,13.3,13.44,22.39,20.31,181.15,24.55,6.91,169.67,18.93,12.75,23.62,280.85,165.96,116.22,144.54,165.13,15.6,534.53
"1978-05-09",204.47,178.96,20.98,126.94,22.62,13.38,13.53,22.39,20.28,180.35,24.54,6.93,169.67,18.96,12.93,23.75,280.94,167.03,118.09,142.41,164.43,15.6,535.95
"1978-05-10",204.25,178.03,20.94,126.1,22.54,13.26,13.46,22.24,20.28,180.35,24.31,6.93,168.41,18.93,12.88,23.63,280.85,167.16,116.31,139.93,163.41,15.6,534.05
"1978-05-11",203.81,178.03,20.98,126.1,22.38,13.21,13.39,22.16,20.42,180.35,24.2,6.93,166.82,18.93,12.87,23.62,279.43,168.1,116.31,139.64,162.98,15.61,532.64
"1978-05-12",203.81,176.99,20.9,125.82,22.15,13.06,13.29,22.08,20.28,180.72,24.12,6.94,165.82,18.91,12.79,23.53,278.19,161.33,115.41,136.88,162.55,15.54,529.62
"1978-05-15",203.81,176.99,20.9,125.82,22.15,13.06,13.29,22.08,20.28,180.72,24.12,6.94,165.82,18.91,12.79,23.53,278.19,161.33,115.41,136.88,162.55,15.54,529.62
