"","ALLIANZ.HLDG.","COMMERZBANK","DRESDNER.BANK","BMW","SCHERING","BASF","BAYER","BAYERISCHE.VBK.","BAYER.HYPBK.","DEGUSSA","DEUTSCHE.BANK","CONTINENTAL","VOLKSWAGEN","DAIMLER.BENZ","HOECHST","SIEMENS","KARSTADT","LINDE","THYSSEN","MANNESMANN","MAN","RWE","INDEX"
"1981-08-27",242.12,108.07,13.33,120.88,26.6,14.05,12.61,23.28,14.05,216.97,24.7,4.72,138.07,21.81,12.17,20.98,194.99,262.05,63.57,140.1,202.76,14.11,527.86
"1981-08-28",245.31,107.67,13.28,123.18,26.56,14.2,12.74,23.19,14.17,217.05,24.55,4.81,139.65,21.96,12.17,21.03,194.99,263.64,63.27,140.74,203.66,14.17,528.72
"1981-08-31",244.78,106.14,12.93,120.88,26.29,14.36,12.59,23.2,14.1,214.56,24.07,4.76,135.44,21.77,12.2,20.76,195.46,259.82,61.6,138.55,204.11,14.18,533.34
"1981-09-01",245.31,107.34,13.15,122.85,26.51,14.5,12.76,23.14,14.17,216.97,24.33,4.8,135.91,21.96,12.21,20.94,197.36,262.85,62.19,140.56,206.37,14.31,525.64
"1981-09-02",244.78,106.14,12.93,120.88,26.29,14.36,12.59,23.2,14.1,214.56,24.07,4.76,135.44,21.77,12.2,20.76,195.46,259.82,61.6,138.55,204.11,14.18,521.9
"1981-09-03",244.78,107.34,12.98,122.85,26.38,14.39,12.65,23.75,14.01,215.36,24.37,4.8,136.11,21.98,12.21,20.91,195.46,264.43,62.5,140.1,203.66,14.18,526.75
"1981-09-04",243.18,107.52,12.93,123.83,26.34,14.33,12.63,23.49,13.97,212.15,24.4,4.8,134.24,21.77,12.17,20.8,195.46,262.85,62.59,139.35,202.31,14.3,526.38
"1981-09-07",241.59,106.94,12.84,123.18,26.25,14.25,12.59,23.29,13.93,209.19,24.34,4.76,133.21,21.71,12.12,20.84,194.51,262.92,62.4,138.55,200.5,14.23,521.04
"1981-09-08",239.47,106.06,12.77,123.51,26.25,14.11,12.55,23.32,13.97,209.89,24.33,4.76,133.86,21.64,12.15,20.84,194.51,265.63,61.2,138.72,200.95,14.31,522.27
"1981-09-09",238.94,104.86,12.52,121.54,25.65,13.8,12.43,23.15,13.89,206.52,24.25,4.78,132.63,21.33,12.12,20.75,196.41,260.46,61.2,137.51,197.06,14.27,516.7
"1981-09-10",238.94,106.14,12.7,124.49,25.76,13.96,12.49,23.49,13.85,212.15,24.47,4.78,133.57,21.45,12.17,20.93,197.36,262.45,61.2,138.26,200.95,14.36,523.27
"1981-09-11",238.4,106.06,12.66,125.15,25.81,13.94,12.48,23.36,13.92,214.96,24.57,4.7,129.65,21.34,12.18,20.87,199.25,264.43,61.2,139.35,201.57,14.36,523.38
"1981-09-14",238.67,108.07,12.71,126.67,26.07,14,12.54,23.62,13.93,219.38,24.87,4.7,128.62,22,12.21,21.01,201.15,263.64,61.42,140.56,203.95,14.27,526.79
"1981-09-15",238.94,108.95,12.93,126.13,26.07,13.89,12.55,23.97,13.99,220.18,25.14,4.75,128.15,22,12.2,21.22,202.1,266.02,61.2,141.02,210.44,14.29,531.66
"1981-09-16",238.94,108.47,12.84,125.15,26.21,13.8,12.49,23.84,14.05,220.18,25.09,4.61,127.77,21.93,12.21,21.4,201.15,267.61,61.2,143.33,206.2,14.34,528.05
"1981-09-17",238.94,109.6,12.97,126.46,26.16,13.72,12.45,24.02,14.15,218.58,25.36,4.57,126.46,21.96,12.08,21.46,201.33,268.16,60.62,143.33,206.37,14.36,527.95
"1981-09-18",240,108.88,12.93,125.81,26.03,13.76,12.45,24.02,14.17,218.18,25.36,4.6,125.9,21.9,12.12,21.44,203.05,268.8,59.54,142.41,202.31,14.46,524.41
"1981-09-21",240,107.02,12.67,122.85,25.46,13.56,12.22,23.84,14.01,215.77,24.91,4.51,122.45,21.58,11.97,20.86,203.05,266.67,59.14,138.34,197.79,14.23,516.43
"1981-09-22",238.4,107.12,12.67,121.66,25.41,13.57,12.12,23.84,14.05,216.17,24.99,4.56,121.13,21.42,11.89,20.94,202.1,266.67,58.46,136.59,197.79,14.27,519.11
"1981-09-23",236.28,106.06,12.43,123.18,25.54,13.56,12.11,23.72,14.01,216.17,24.9,4.6,122.16,21.55,11.92,20.94,202.58,264.83,58.83,139.35,198.7,14.36,514.32
"1981-09-24",234.16,101.97,12.24,119.56,25.03,13.3,11.82,23.62,13.81,208.93,24.52,4.48,121.22,21.26,11.55,20.75,202.1,261.26,57.66,135.95,194.63,14.18,505.55
"1981-09-25",232.03,101.9,12.08,117.27,24.22,13.18,11.72,23.45,13.76,206.52,24.17,4.45,122.16,21.07,11.44,20.81,200.68,257.29,57.97,134.11,190.57,14.18,503.26
"1981-09-28",228.85,100.44,11.81,113.65,23.17,12.94,11.44,22.92,13.49,203.71,23.47,4.32,118.88,20.46,11.16,20.57,194.51,250.14,57.17,129.96,180.63,14.01,488.06
"1981-09-29",228.85,101.39,12.03,118.91,24.14,13.18,11.79,23.32,13.69,208.53,24.01,4.39,121.69,20.78,11.54,20.75,195.46,256.49,58.15,134.57,188.31,14.14,503.67
"1981-09-30",228.85,101.24,11.78,118.25,24.14,13.13,11.66,23.36,13.38,205.72,23.92,4.44,121.69,20.85,11.54,20.71,192.61,256.49,58.15,134.2,188.31,14.14,495.27
"1981-10-01",227.25,100.04,11.54,117.27,23.87,13.12,11.69,23.18,13.34,205.72,23.79,4.36,119.99,20.91,11.58,20.52,192.61,254.19,58.15,133.82,188.31,14.16,497.2
"1981-10-02",227.25,101.32,11.45,120.22,24.58,13.46,12.22,23.27,13.14,208.93,24.01,4.41,121.69,21.26,12.02,20.8,196.41,258.48,61.02,137.57,191.47,14.31,505.73
"1981-10-05",237.87,102.52,11.69,122.85,24.67,13.8,12.43,23.88,13.22,213.35,24.51,4.36,124.97,21.77,12.21,21.05,200.03,261.26,62.1,137.57,192.83,14.53,512.34
"1981-10-06",238.94,102.45,11.64,120.34,24.4,13.67,12.1,23.88,13.14,210.54,24.58,4.33,124.5,21.68,12.07,21.01,198.31,260.46,61.6,139.64,192.83,14.5,505.99
"1981-10-07",241.06,101.64,11.99,118.58,24.58,13.76,12.12,23.84,12.7,208.93,24.69,4.36,122.63,21.71,12.12,21,200.2,259.03,62.1,138.89,189.83,14.51,506.73
"1981-10-08",238.94,106.31,12.55,122.52,24.97,13.82,12.22,24.66,12.78,211.35,25.65,4.4,123.56,22.28,12.26,21.35,205.9,262.05,63.67,139.18,185.23,15,516.43
"1981-10-09",238.94,106.31,12.55,122.52,24.97,13.82,12.22,24.66,12.78,211.35,25.65,4.4,123.56,22.28,12.26,21.35,205.9,262.05,63.67,139.18,185.23,15,517.02
"1981-10-12",241.59,106.06,12.37,119.89,24.59,13.51,11.95,24.58,12.86,207.33,25.38,4.33,122.45,21.96,12.17,21.21,206.37,260.46,61.6,136.41,185.15,15.08,510.22
"1981-10-13",240.53,106.47,12.42,118.91,24.44,13.36,11.86,24.46,12.83,201.7,25.14,4.38,121.98,21.8,12.13,21.12,205.9,258.88,60.43,135.21,185.6,15.17,510.57
"1981-10-14",237.87,105.26,12.37,117.59,24.27,13.32,11.81,24.05,12.7,202.51,24.97,4.33,120.67,21.58,11.8,21.1,205.42,257.29,59.63,135.95,185.15,15.04,507.32
"1981-10-15",236.28,103.9,12.12,117.59,24.22,13.28,11.81,23.97,12.66,203.31,24.78,4.33,119.35,21.39,11.75,20.92,204.95,254.11,59.23,134.11,183.79,14.96,504.09
"1981-10-16",237.87,102.85,11.94,115.95,24.14,13.21,11.72,23.84,12.43,201.7,24.57,4.28,118.12,21.23,11.55,20.8,203.05,252.52,59.14,133.65,183.51,14.87,501.35
"1981-10-19",237.87,100.59,11.68,115.29,23.87,13.2,11.67,23.8,12.23,202.1,24.22,4.18,118.88,21.07,11.46,20.8,197.83,251.73,58.25,131.81,181.99,14.53,498.04
"1981-10-20",237.87,100.69,11.64,115.09,24.05,13.23,11.66,23.88,12.11,203.31,24.36,4.08,119.06,21.1,11.58,20.78,200.2,250.69,58.83,132.27,181.08,14.7,499.75
"1981-10-21",237.87,100.84,11.66,115.29,23.83,13.26,11.74,23.62,11.79,203.31,24.19,4.22,117.39,21.04,11.61,20.66,200.2,248.95,58.65,132.27,181.54,14.68,496.25
"1981-10-22",238.94,100.84,11.54,116.94,24.14,13.21,11.71,23.54,11.57,201.7,24.15,4.32,116.07,21.29,11.63,20.77,198.31,248.16,59.23,135.03,181.08,14.74,498.95
"1981-10-23",236.28,100.51,11.41,116.94,24.03,13.07,11.57,23.62,11.24,202.1,23.97,4.39,115.14,21.2,11.63,20.5,197.36,248.55,60.13,133.65,180.63,14.64,495.13
"1981-10-26",236.28,99.64,11.14,114.97,23.83,12.95,11.44,23.23,10.86,200.09,23.7,4.32,112.97,21.04,11.54,19.71,193.56,246.57,59.63,131.06,178.37,14.33,489.88
"1981-10-27",237.87,98.03,11.04,115.62,23.96,12.97,11.47,23.4,10.83,200.09,23.61,4.22,112.24,21.12,11.6,19.28,195.46,248.55,59.63,131.81,181.08,14.29,492.26
"1981-10-28",240,99.64,11.28,120.22,24.5,13.23,11.74,23.45,11.52,200.9,23.79,4.35,113.91,22.09,11.91,19.54,200.2,252.13,61.42,134.11,184.25,14.46,498.45
"1981-10-29",238.94,98.83,11.05,118.25,24.31,13.1,11.66,23.18,11.79,200.5,23.57,4.24,112.8,21.84,11.88,19.18,196.41,248.55,62,133.65,184.53,14.37,494.17
"1981-10-30",237.34,98.1,10.96,119.24,24.14,13.04,11.71,23.15,11.67,200.09,23.52,4.27,112.15,21.71,11.88,18.73,196.41,248.16,62.99,133.36,184.7,14.41,496.3
"1981-11-02",240,103.25,11.59,120.67,24.75,13.37,11.92,23.84,12.66,204.04,24.37,4.41,116.45,22.12,12.17,19.29,204.95,255.7,65.73,138.72,191.47,15.11,508.88
"1981-11-03",239.2,102.12,11.43,118.7,24.58,13.23,11.9,23.8,12.19,202.91,24.25,4.4,116.07,22.09,11.93,19.28,203.82,256.89,64.56,138.34,189.66,14.96,504.38
"1981-11-04",241.06,102.85,11.45,118.58,24.58,13.26,11.97,24.06,12.07,200.9,24.37,4.39,119.06,22.09,12.1,19.37,203.05,256.49,65.45,139.27,191.02,14.83,505.14
"1981-11-05",241.06,104.61,11.52,121.41,25.02,13.34,12.05,24.23,12.19,202.1,24.49,4.36,122.24,22.28,12.13,19.55,204,255.85,66.22,140.56,191.02,15.17,509.65
"1981-11-06",241.06,101.64,11.19,121.86,24.76,13.23,11.95,24.02,12.26,200.9,24.19,4.22,120.75,22.32,12.04,19.26,203.52,255.05,65.73,140.56,191.19,14.97,504.39
"1981-11-09",239.2,101.24,11.14,120.55,24.58,13.12,11.84,23.88,12.35,200.9,23.97,4.17,119.82,22.19,11.97,19,201.15,254.66,65.05,138.26,189.66,14.8,502.03
"1981-11-10",239.47,101.24,11.15,120.88,24.4,13.03,11.71,23.97,12.82,200.5,24.01,4.27,118.41,22.12,11.97,18.86,200.2,253.71,64.56,138.26,186.05,14.87,500.23
"1981-11-11",240,100.04,11.14,118.7,24.21,12.98,11.66,23.53,12.51,200.9,23.83,4.13,115.78,21.9,11.92,18.74,199.43,246.57,63.08,136.5,183.34,14.83,498.02
"1981-11-12",236.28,100.84,11.2,120.22,24.38,13.02,11.72,23.71,12.54,200.9,23.88,4.16,116.54,21.71,11.97,18.87,199.25,245.77,63.88,137.8,186.05,14.78,501.17
"1981-11-13",236.28,103,11.32,121.21,24.44,13.16,11.86,23.97,12.85,201.7,24.43,4.03,117.48,21.93,12.02,18.89,203.05,246.96,64.16,138.81,186.05,14.9,501.56
"1981-11-16",234.16,102.12,11.28,122.32,24.44,13.16,11.81,23.8,12.93,200.9,24.37,3.94,118.88,21.87,12.04,18.81,203.05,245.38,64.25,139.47,184.7,14.83,498.44
"1981-11-17",229.38,102.12,11.28,121.54,24.27,13.16,11.79,23.67,12.74,200.09,24.27,3.97,116.54,21.39,12.02,18.45,199.73,243.39,63.67,138.26,183.34,14.53,494.84
"1981-11-18",229.38,102.12,11.28,121.54,24.27,13.16,11.79,23.67,12.74,200.09,24.27,3.97,116.54,21.39,12.02,18.45,199.73,243.39,63.67,138.26,183.34,14.53,494.84
"1981-11-19",229.38,101.39,11.15,121.21,24.06,13.07,11.61,23.8,12.66,200.09,24.15,3.86,115.14,21.49,11.95,18.12,197.36,239.97,63.39,136.24,181.54,14.37,493.71
"1981-11-20",229.38,101.64,11.19,122.52,24.36,13.12,11.74,23.97,12.61,200.5,24.17,3.89,117.94,21.64,12.02,18.15,194.99,244.19,63.67,137.8,186.5,14.6,496.69
"1981-11-23",227.25,101.24,11.15,122.19,24.27,13.13,11.68,23.8,12.66,200.09,24.1,3.89,117.48,21.45,12.09,18.06,191.66,242.35,64.07,138.72,186.05,14.53,493.58
"1981-11-24",228.32,99.89,11.1,122.07,24.14,13.08,11.61,23.68,12.44,196.96,23.88,3.87,115.22,21.17,12.02,17.66,191.19,242.6,63.39,136.13,183.51,14.31,489.98
"1981-11-25",228.32,103.18,11.24,124.49,24.62,13.22,11.78,24.21,12.71,199.29,24.19,3.95,117.94,21.49,12.14,17.97,195.46,246.57,65.05,139.64,185.6,14.6,498.14
"1981-11-26",230.44,109.28,11.87,126.13,25.1,13.44,11.76,24.67,13.3,200.9,24.74,4.13,119.82,21.68,12.17,18.29,197.18,252.92,65.73,145.63,189.21,14.87,504.93
"1981-11-27",230.44,109.43,12.09,128.76,25.46,13.47,11.74,24.85,13.73,202.91,24.88,4.08,121.22,21.77,12.14,18.45,199.25,256.1,65.85,147.01,187.41,14.91,507.75
"1981-11-30",233.36,110.88,12.39,128.76,25.54,13.65,11.8,24.76,14.01,203.31,24.96,3.93,123.39,21.87,12.07,18.63,198.31,257.54,66.04,147.01,187.12,14.96,509.07
"1981-12-01",233.63,112.09,12.9,130.4,25.46,13.92,11.79,24.87,14.48,201.7,25.09,3.93,123.56,21.87,11.78,18.66,192.61,257.29,65.55,146.55,189.21,14.87,505.95
"1981-12-02",235.22,111.29,12.56,131.51,25.28,13.85,11.76,24.41,14.36,200.5,24.9,3.93,126.08,21.84,11.72,18.94,184.07,255.7,65.55,145.63,187.86,14.84,505.12
"1981-12-03",234.16,111.69,12.7,130.73,25.19,13.8,11.72,24.32,14.44,199.29,24.87,3.94,126.28,21.8,11.78,18.91,187.87,252.52,64.87,145.8,186.95,14.89,507.81
"1981-12-04",234.16,111.69,12.82,130.4,25.46,13.72,11.68,24.5,14.48,200.9,25.09,3.95,127.01,21.8,11.86,19.18,189.29,259.67,62.59,147.19,187.41,14.93,511.03
"1981-12-07",236.01,111.94,12.84,131.39,25.68,13.74,11.59,24.41,14.48,200.9,25.14,3.95,130.11,21.84,11.88,19.54,190.24,261.26,64.07,148.77,188.76,14.96,513.28
"1981-12-08",236.28,111.54,12.7,131.39,25.54,13.71,11.53,24.47,14.44,198.89,25.04,4.03,131.99,22,11.88,19.83,189.77,252.13,65.55,148.57,188.76,14.96,509.41
"1981-12-09",234.69,109.28,12.56,130.2,25.37,13.65,11.49,24.06,14.26,197.03,24.71,3.96,131.05,21.77,11.83,19.54,189.77,252.67,67.12,147.39,188.31,14.83,509.13
"1981-12-10",234.69,110.33,12.57,129.54,25.41,13.71,11.49,23.97,14.33,196.48,24.6,4.02,127.6,21.78,11.88,19.23,188.82,252.6,66.53,146.55,187.41,14.93,505.37
"1981-12-11",233.63,110.63,12.52,129.75,25.12,13.8,11.54,23.92,14.4,196.88,24.56,4.2,127.31,21.64,11.83,19.26,187.87,250.54,66.04,145.63,186.5,14.91,503.86
"1981-12-14",231.5,108.88,12.26,128.43,24.93,13.7,11.36,23.58,14.09,196.08,24.15,4.03,123.74,21.33,11.73,19.02,185.11,250.14,66.72,143.33,185.15,14.84,497.04
"1981-12-15",233.89,110.48,12.47,129.42,25.06,13.67,11.42,23.84,14.37,196.08,24.38,4.11,124.03,21.47,11.75,19.12,186.92,248.55,67.21,144.42,189.49,14.91,501.8
"1981-12-16",234.69,109.28,12.46,130.4,25.28,13.69,11.37,23.62,14.44,195.27,24.33,4.08,124.03,21.44,11.83,19,182.18,248.55,69,145,188.76,14.87,498.89
"1981-12-17",230.97,107.42,12.24,129.42,24.93,13.56,11.3,23.49,14.13,193.67,24.07,4.08,121.86,21.07,11.74,18.38,180.28,242.99,67.83,142.23,187.41,14.48,491.82
"1981-12-18",227.25,103.4,11.68,128.1,24.58,13.49,11.3,23.36,13.89,195.27,23.8,4.08,119.82,20.45,11.63,18.35,178.38,243.14,67.12,141.66,186.5,14.15,488.73
"1981-12-21",225.76,102.45,11.68,127.78,24.31,13.46,11.31,23.4,13.77,194.32,23.81,4.08,120.84,20.33,11.63,18.52,176.01,244.19,67.43,140.85,186.22,14.27,488.99
"1981-12-22",228.05,103.25,11.86,128.76,24.66,13.47,11.3,23.62,13.89,193.82,23.82,4.11,124.03,20.24,11.63,18.81,176.01,244.73,68.9,141.2,189.21,14.36,493.9
"1981-12-23",228.85,103.25,11.94,129.09,24.8,13.56,11.31,24.06,14.05,196.88,23.85,4.13,126.84,20.31,11.78,18.86,179.33,248.95,69.67,143.62,193.11,14.48,496.29
"1981-12-24",228.85,103.25,11.94,129.09,24.8,13.56,11.31,24.06,14.05,196.88,23.85,4.13,126.84,20.31,11.78,18.86,179.33,248.95,69.67,143.62,193.11,14.48,496.29
"1981-12-25",228.85,103.25,11.94,129.09,24.8,13.56,11.31,24.06,14.05,196.88,23.85,4.13,126.84,20.31,11.78,18.86,179.33,248.95,69.67,143.62,193.11,14.48,496.29
"1981-12-28",229.38,102.93,11.72,126.79,24.66,13.49,11.35,23.67,14.29,195.27,23.56,4.08,125.43,20.27,11.78,18.89,176.96,248.95,69.98,142.41,191.64,14.41,493.07
"1981-12-29",228.32,102.7,11.69,126.13,24.58,13.44,11.33,23.62,14.48,194.87,23.48,4.01,124.03,20.31,11.73,18.81,177.43,248.95,69.89,141.02,189.21,14.4,493.21
"1981-12-30",228.32,103.1,11.77,125.15,24.66,13.4,11.31,23.75,14.8,192.86,23.67,3.95,124.5,20.24,11.54,18.86,180.1,254.11,68.01,140.1,188.76,14.4,490.39
"1981-12-31",228.32,103.1,11.77,125.15,24.66,13.4,11.31,23.75,14.8,192.86,23.67,3.95,124.5,20.24,11.54,18.86,180.1,254.11,68.01,140.1,188.76,14.4,490.39
"1982-01-01",228.32,103.1,11.77,125.15,24.66,13.4,11.31,23.75,14.8,192.86,23.67,3.95,124.5,20.24,11.54,18.86,180.1,254.11,68.01,140.1,188.76,14.4,490.39
"1982-01-04",228.32,106.54,11.99,126.79,24.77,13.29,11.46,23.88,14.94,194.47,24.01,4.04,126.19,20.48,11.76,19.01,177.43,254.91,71.46,141.4,189.21,14.53,497.07
"1982-01-05",228.32,104.46,11.86,125.48,24.58,13.16,11.31,23.62,14.56,194.07,23.74,4.07,124.32,20.2,11.78,18.81,175.53,246.17,70.57,138.72,188.31,14.5,491
"1982-01-06",228.32,104.38,11.78,126.01,24.56,13.12,11.3,23.67,14.64,193.26,23.74,4.08,123.65,20.1,11.81,18.86,175.53,246.57,72.26,139.01,188.76,14.55,491.47
"1982-01-07",228.32,104.31,11.78,125.35,24.53,13.13,11.36,23.58,14.48,194.47,23.71,4.06,122.8,19.85,11.79,18.81,177.61,246.96,72.94,139.47,189.66,14.65,493.51
"1982-01-08",231.5,105.26,11.84,125.93,24.68,13.26,11.51,23.71,14.48,193.67,23.88,4.04,125.81,20.06,11.83,18.81,174.59,249.35,72.94,140.39,193.11,14.76,495.44
"1982-01-11",230.44,106.54,12,126.46,24.71,13.26,11.49,24.32,14.6,193.01,24.37,4.09,124.67,20.02,11.81,18.72,175.53,251.73,73.43,138.72,192.2,14.65,494.81
"1982-01-12",228.58,104.31,11.78,124.61,24.31,13.1,11.31,23.97,14.44,192.06,24.06,4.08,122.24,19.64,11.42,18.4,176.48,244.73,71.55,136.04,188.76,14.49,488.49
"1982-01-13",230.97,105.26,11.9,125.15,24.27,13.03,11.37,24.06,14.64,192.06,24.45,4.22,123.39,19.74,11.46,18.45,175.53,246.57,72.26,135.49,190.57,14.66,491.65
"1982-01-14",227.52,104.05,11.77,125.15,24.21,12.98,11.31,24.15,14.48,191.33,24.28,4.26,122.24,19.71,11.32,18.29,175.53,246.17,71.64,135.41,189.83,14.57,486.38
"1982-01-15",227.25,103.18,11.63,124.82,24.14,12.93,11.3,24.15,14.4,191.66,24.11,4.22,121.22,19.6,11.2,18.31,176.96,246.57,71.46,131.35,188.31,14.54,487.39
"1982-01-18",225.66,103.65,11.56,125.15,24.11,12.84,11.23,24.1,14.25,191.33,24.1,4.31,121.51,19.6,11.13,18.4,176.48,247.11,71.06,131.52,188.31,14.51,486.08
"1982-01-19",224.07,105.26,11.6,125.81,24.23,13,11.3,24.23,14.33,192.46,24.37,4.36,122.8,19.73,11.27,18.72,177.91,248.55,72.26,133.02,191.02,14.58,491.79
"1982-01-20",224.6,105.26,11.69,125.48,24.36,12.99,11.32,24.32,14.33,192.86,24.37,4.36,123.18,19.74,11.35,18.92,173.64,248.55,72.45,133.28,189.66,14.64,491.83
"1982-01-21",223.01,105.81,11.69,126.46,24.44,13.07,11.33,24.23,14.35,192.86,24.34,4.45,124.79,19.74,11.35,19.05,174.59,248.95,72.54,133.48,188.39,14.73,494.66
"1982-01-22",224.07,106.06,11.84,126.01,24.68,13.2,11.47,24.23,14.64,193.67,24.51,4.57,127.77,20.06,11.46,19.48,172.69,248.95,73.12,134.2,189.49,14.81,498.26
"1982-01-25",224.6,105.74,11.86,126.46,24.55,13.12,11.39,24.08,14.48,192.06,24.44,4.54,127.01,20.43,11.4,19.41,173.16,251.33,72.45,132.73,188.76,14.74,498.14
"1982-01-26",225.66,106.47,12.03,127.45,24.97,13.39,11.44,24.41,14.96,192.86,24.55,4.54,126.84,20.45,11.43,19.6,174.59,250.94,72.75,135.49,192.37,14.9,501.26
"1982-01-27",225.66,106.79,12.17,125.15,25.1,13.34,11.44,24.54,15.04,193.67,24.64,4.56,125.9,20.41,11.45,19.51,174.59,249.74,73.92,134.57,193.73,14.94,500.31
"1982-01-28",226.19,105.51,12.13,126.13,25.02,13.21,11.4,24.57,14.88,193.67,24.51,4.53,124.2,20.4,11.4,19.54,173.46,249.35,73.74,133.48,195.82,14.87,499.68
"1982-01-29",230.97,106.72,12.24,127.78,25.1,13.27,11.45,24.69,14.88,194.47,24.62,4.56,127.31,20.59,11.45,19.52,174.41,248.16,74.73,134.28,194.38,14.91,502.1
"1982-02-01",233.63,107.34,12.3,128.76,25.46,13.36,11.51,24.92,15.04,194.47,24.65,4.6,127.13,20.63,11.45,19.48,174.59,248.95,75.22,135.03,195.34,14.96,503.19
"1982-02-02",233.63,106.87,12.35,128.43,25.53,13.43,11.59,24.98,15.43,192.86,24.62,4.64,127.31,20.7,11.43,19.52,174.11,249.74,74.91,136.24,196.12,14.91,502.06
"1982-02-03",241.06,108.47,12.48,128.1,25.41,13.44,11.59,24.87,15.83,192.86,24.65,4.7,130.11,20.8,11.46,19.66,173.64,251.33,75.59,136.41,195.34,14.93,505.54
"1982-02-04",244.24,108.47,12.64,128.82,25.46,13.5,11.56,24.8,15.91,193.26,24.64,4.69,133.86,21.01,11.47,19.95,175.53,253.71,78.76,137.88,196.12,14.93,506.15
"1982-02-05",245.84,108.32,12.56,129.09,25.41,13.41,11.56,24.74,15.55,192.86,24.57,4.7,133.86,20.97,11.42,19.83,173.81,252.67,78.67,135.78,194.86,14.87,505.72
"1982-02-08",241.59,105.66,12.39,129.95,25.19,13.31,11.53,24.58,15.35,192.86,24.42,4.68,133.1,20.84,11.41,19.74,173.16,251.73,78.36,133.19,192.46,14.87,503.74
"1982-02-09",238.94,107.12,12.34,130.73,25.1,13.27,11.54,24.58,15.21,193.26,24.42,4.61,133.68,20.87,11.39,19.61,172.21,250.94,77.87,133.48,191.49,14.91,501.51
"1982-02-10",238.94,107.75,12.26,136.65,25.37,13.23,11.57,24.76,15.2,193.67,24.49,4.63,137.78,21.22,11.39,19.77,171.26,252.52,78.17,132.73,185.24,14.96,505.28
"1982-02-11",240,109.2,12.54,136.32,25.55,13.04,11.59,24.8,15.28,194.22,24.6,4.6,139.01,21.15,11.35,19.82,171.44,251.73,78.27,132.56,186.2,14.96,505.16
"1982-02-12",240,109.28,12.56,135.45,25.85,12.97,11.51,24.8,15.12,195.27,24.53,4.6,138.25,21.05,11.34,20.06,171.92,252.13,77.87,131.17,186.68,15.01,504.91
"1982-02-15",237.87,108.47,12.37,135.66,25.41,12.97,11.4,24.5,14.92,196.88,24.37,4.54,136.67,20.94,11.25,20.13,172.69,252.13,76.88,128.29,184.28,14.92,503.18
"1982-02-16",236.28,108.07,12.29,135.66,25.37,12.94,11.31,24.41,14.72,196.88,24.38,4.48,137.13,20.77,11.2,20.04,172.21,250.94,76.88,127.2,183.01,14.91,502.83
"1982-02-17",239.47,108.47,12.39,138.16,25.41,12.97,11.31,24.67,15.2,197.28,24.42,4.51,139.47,20.89,11.29,20.15,171.74,250.94,76.97,128.49,184.58,14.94,505.33
"1982-02-18",239.47,108.47,12.46,137.18,25.28,12.87,11.27,24.63,15.16,196.88,24.35,4.49,138.36,20.82,11.27,20.01,173.64,250.94,77.07,129.79,182.83,14.95,505.97
"1982-02-19",240.53,108.73,12.5,138.62,25.28,12.85,11.41,24.63,15.43,197.68,24.33,4.48,138.25,20.8,11.3,20.09,173.46,251.33,78.05,131.63,184.28,14.93,510.36
"1982-02-22",241.59,112.09,12.86,139.81,25.32,12.86,11.41,24.89,15.83,198.89,24.55,4.56,138.54,20.84,11.3,20.1,176.48,252.13,80.33,133.19,187.16,14.96,514.01
"1982-02-23",243.45,111.14,12.7,138.29,25.24,12.78,11.37,24.8,15.61,200.02,24.36,4.47,137.31,20.59,11.3,19.97,177.91,251.33,79.93,132.9,186.2,14.89,511.72
"1982-02-24",244.24,110.88,12.79,140.26,25.28,12.78,11.31,24.72,15.59,199.29,24.33,4.49,138.16,20.66,11.27,19.98,177.43,251.33,80.52,132.27,187.16,14.92,512.4
"1982-02-25",246.37,112.24,12.99,140.79,25.41,12.75,11.32,24.67,15.67,200.9,24.33,4.5,138.07,20.77,11.41,20.01,179.33,252.13,80.82,132.44,189.57,14.96,517.06
"1982-02-26",246.37,112.09,12.97,139.72,25.28,12.68,11.32,24.63,15.51,200.9,24.24,4.55,138.63,20.87,11.42,19.92,181.23,251.58,80.64,132.56,189.75,14.01,515.47
"1982-03-01",247.7,112.01,12.93,138.94,25.28,12.86,11.46,24.72,15.59,204.11,24.16,4.6,139.3,20.87,11.45,20.02,178.38,250.94,80.73,131.63,191.01,14.06,516.23
"1982-03-02",246.8,113.3,13.18,141.12,25.5,12.96,11.59,24.85,15.75,205.72,24.33,5.04,141.52,20.98,11.53,20.29,182.18,252.52,84.27,132.73,192.94,14.13,521.65
"1982-03-03",247.7,113.37,13.26,140.59,25.46,12.89,11.66,24.69,15.69,203.31,24.35,4.97,140.41,20.81,11.5,20.2,183.12,252.92,83.2,132.27,192.94,14.1,520.77
"1982-03-04",244.78,113.7,13.33,141.24,25.5,13.01,11.73,24.67,15.67,206.52,24.37,4.91,140.88,20.93,11.53,20.29,182.18,252.13,84.27,133.28,194.38,14.17,524.25
"1982-03-05",241.32,113.37,13.32,142.5,25.46,12.97,11.66,24.66,15.59,204.92,24.31,4.81,140.41,20.84,11.51,20.37,182.18,250.29,84.58,132.27,194.38,14.1,522.68
"1982-03-08",241.59,114.35,13.44,142.89,25.46,12.99,11.7,24.58,15.55,201.7,24.4,4.81,140.32,20.73,11.54,20.75,182.65,250.14,85.57,130.88,194.86,14.18,523.25
